site_id,refYear,latitude,longitude,Lonsdorf_big,Lonsdorf_small
X_a4,2020,36.95388056,-2.17100833,0.2859158954922341,0.1336574121572495
A_a1,2020,36.94921111,-2.03045833,0.3760272047137291,0.11288748801672448
A_a2,2020,36.94851389,-2.03102778,0.3740240576607583,0.11779139745037942
A_a3,2020,36.94790278,-2.03203056,0.37050447577347273,0.12415563457362164
A_a4,2020,36.94465,-2.033375,0.36690484032397713,0.14085405658910907
B_b,2020,36.96911944,-2.04489722,0.3337598367245008,0.15742665837363226
E_c,2020,37.01424722,-2.16827778,0.49387502565605246,0.1720011035299947
G_c,2020,36.99674167,-2.22740833,0.5001418876304881,0.19687653077629572
G_d,2020,37.03842778,-2.22657222,0.39404597376371175,0.17647143087407852
L_d,2020,37.03556389,-2.29979444,0.3630952180823352,0.15257429953340196
U_d,2020,37.03889444,-2.36883611,0.41585224567440077,0.18368235701272878
BarcaMFC,2012,37.2953,-7.1917,0.1343676435521867,0.040458625725387845
BarcaSNH,2012,37.2949,-7.1903,0.13111098587866968,0.040453088499618595
BonaresSNH,2012,37.332,-6.668,0.1464259638550797,0.07606326316017233
CanalMFC,2012,37.2925,-7.1105,0.1644728054065317,0.03291786105878369
CanalSNH,2012,37.2946,-7.1103,0.15962600312739422,0.031994355348499696
CartayaMFC,2012,37.259,-7.1478,0.11314369759344295,0.04744052169774563
CartayaSNH,2012,37.2625,-7.1436,0.12318336996636646,0.046005223137347506
CetreroMFC,2012,37.313,-7.0985,0.17342431931430224,0.044597384946555726
CetreroSNH,2012,37.314,-7.0932,0.18028555466071083,0.04080677550582535
EstanqueMFC,2012,37.2355,-7.2815,0.08673571523448124,0.036204563653832456
EstanqueSNH,2012,37.2342,-7.2797,0.0850523771213461,0.03666624583651468
GibraleonSNH,2012,37.3804,-6.998,0.18022660173588742,0.05796703691357165
LucenaSNH,2012,37.292,-6.7533,0.16020819226218325,0.07968328635594268
MenajoMFC,2012,37.327,-7.1276,0.16217802609506946,0.04654786450654194
MenajoSNH,2012,37.3265,-7.1279,0.15971024860201263,0.044000787293347235
NieblaSNH,2012,37.4048,-6.68,0.15869840550983302,0.058850722274108654
PinarMFC,2012,37.276,-7.1093,0.2305788494921982,0.1002796925357706
PinarSNH,2012,37.276,-7.1112,0.22199101898965087,0.08853055922335201
RedondelaSNH,2012,37.2192,-7.262,0.06659533218196989,0.025277518539426093
VillablancaSNH,2012,37.2926,-7.3248,0.23544269519961408,0.1073111262580904
VisoSNH,2012,37.439,-5.7408,0.06513284095264876,0.037572397969185295
