site_id,refYear,latitude,longitude,Lonsdorf_big,Lonsdorf_small
ES1ACH01,2022,37.25022,-6.74492,0.177393672454577,0.08455508226610124
ES1ALM01,2022,37.22261,-6.49975,0.2427360623468285,0.13865971830582344
ES1AZD01,2022,37.25774,-6.20492,0.3842624147626313,0.22018208989216792
ES1AZN01,2022,37.23483,-6.16897,0.3568775611584718,0.21312967270832295
ES1BON01,2022,37.331111,-6.667778,0.14229529933153834,0.08305598343785806
ES1CAI01,2022,37.3,-6.689722,0.20014891360529277,0.1197396760590287
ES1CAM01,2022,37.27652,-6.22105,0.253325665155905,0.17139543246747702
ES1CON01,2022,37.29183,-6.75247,0.16794659278270113,0.08448140672364947
ES1CRU01,2022,37.33639,-6.48321,0.313137589159602,0.1940082486761621
ES1CUN01,2022,37.23293,-6.55494,0.26096931534329704,0.09132245087783897
ES1CUT01,2022,37.34943,-6.50578,0.21365137746115417,0.09306262729119491
ES1DEH01,2022,37.35591,-6.60393,0.13399451959242936,0.09369597295243366
ES1DUN01,2022,37.36809,-6.54945,0.09262733427295336,0.04640065159521989
ES1ECO01,2022,37.30863,-6.46184,0.30910428809230783,0.12165291872968788
ES1ENT01,2022,37.18759,-6.49773,0.1956588324520908,0.10220457337785874
ES1ESP01,2022,37.28172,-6.55538,0.1531308974032131,0.08071755690037873
ES1HER01,2022,37.277778,-6.600278,0.140490494281228,0.047315835377489575
ES1HIN01,2022,37.28925,-6.43359,0.4137092400361925,0.21756732013796662
ES1MAJ01,2022,37.22494,-6.19798,0.36719596630435947,0.20014602032163026
ES1MEI01,2022,37.24388,-6.60103,0.2078038060364927,0.07364334764165881
ES1MIA01,2022,37.305556,-6.6125,0.12394884043914968,0.04226379859117302
ES1PER01,2022,37.28306,-6.38197,0.2839970862163261,0.10054585877359805
ES1PIN01,2022,37.19594,-6.76125,0.47923172939908393,0.22467855812514473
ES1POI01,2022,37.234167,-6.383889,0.35916752099338856,0.159396078337188
ES1POZ01,2022,37.24921,-6.66097,0.3555754335493365,0.19910581728944746
ES1ROC01,2022,37.12381,-6.50691,0.24842005846137388,0.17549167640955754
ES1TOR01,2022,37.24988,-6.23855,0.2661421684056976,0.14280816020441042
ES1URB01,2022,37.28806,-6.67508,0.2056460494740849,0.06118317659456563
ES1VIE01,2022,37.23926,-6.2808,0.260377077714587,0.1940858422661642
ES1VIS01,2022,37.2167,-6.30381,0.14804087246370554,0.1095340658245731
AC,2023,37.604103,-5.8702192,0.09746807135723778,0.02614536212281054
AHQ,2023,37.4348103,-5.9442168,0.04530797311898276,0.019393193664512
AT,2023,37.5836922,-5.9345506,0.06813198590863537,0.031080189494856844
PPE,2023,37.5481628,-5.9094094,0.06631891799138458,0.026807755177342733
PQ,2023,37.4235617,-6.0163071,0.08279106821904264,0.035696996743807
PSJ,2023,37.488445,-5.9475667,0.054465511065643873,0.02117489276240772
RCB,2023,37.5240052,-5.8818075,0.047815891435099296,0.02262634139460437
RCV,2023,37.488073,-5.8837766,0.03937418088509419,0.016804056790706845
RJ1,2023,37.476992,-5.9211163000000004,0.04652689246696629,0.02425141244020776
RJ16,2023,37.4701785,-5.9172,0.043346685707118415,0.028031728648850188
RJ2,2023,37.4719691,-5.901102,0.043071767122250595,0.028228093542086222
RMI,2023,37.7099967,-5.9349672,0.4646002678805817,0.15801287080687015
RMO,2023,37.699565,-5.8639758,0.47325925303208716,0.20219136324269846
SSH,2023,37.6708586,-5.497438,0.07373637927180278,0.03478861265553975
SSM,2023,37.6163601,-5.6561561,0.09643720897925062,0.03965715923873062
SSS,2023,37.6784449,-5.447756,0.07377602830760245,0.03329287482865194
Casilla_Aranda,2020,37.624877,-4.518691,0.33914195271760195,0.1808253727983682
Casona,2020,37.74612,-3.62784,0.41607895521394733,0.1796873609394753
Cortijo_Guadiana_extensivo,2020,37.897958,-3.209407,0.2415399832358256,0.12637121128031964
David_Lantejuela,2020,37.353015,-5.298202,0.09131353630814493,0.06049855817857103
La_Luna,2020,38.185758,-4.750848,0.4183768641688296,0.1895255183620558
Monva,2020,37.87143,-3.588215,0.3128309412855926,0.11984117867640642
Moraleda,2020,37.181332,-3.975632,0.24605144190991057,0.08255088244774857
Peña_del_Gallo,2020,36.994083,-5.470297,0.21797983836612517,0.10476358874708558
Piedras_Cucas,2020,37.768521,-4.102191,0.3627862374648681,0.14715537151674357
Tobazo,2020,37.555699,-4.041627,0.40925462215226294,0.18440006101302928
Toquillas,2020,37.558716,-4.403826,0.3216891847459147,0.163329870272689
Torres_de_Albanchez,2020,38.400195,-2.652453,0.39884009249918734,0.18314720951520547
Buenas_noches,2021,36.3896336254593,-5.58834510073453,0.45192843853082865,0.1967962490471943
Fates,2021,36.12025,-5.669833,0.44459455694291705,0.19687666899716516
Marrufo,2021,36.573917,-5.536583,0.4571699170248772,0.20062720560866906
Montecoche,2021,36.2775290209507,-5.54787121675272,0.4245644320277503,0.19274256205670362
Montero,2021,36.47675,-5.600111,0.425742098812572,0.17348082801211118
M_a1,2020,36.8411111,-2.12935,0.3057857623292888,0.08153154971198638
M_a2,2020,36.8413889,-2.128611111,0.30828698825584394,0.08574319190282885
M_a3,2020,36.8425,-2.1275,0.31008231307463346,0.09204231269404227
M_a4,2020,36.84374167,-2.12459722,0.3179263644620305,0.1059129644437072
S_a1,2020,36.84671944,-2.15596111,0.27354392919671766,0.1454346215164345
S_a2,2020,36.84698889,-2.15552222,0.275428944972624,0.14666113710929266
S_a3,2020,36.84811111,-2.15476944,0.28358019045941124,0.1554104350051442
S_a4,2020,36.85024722,-2.15315,0.29756674892180884,0.17201241578191648
A_b,2020,36.96067778,-1.99682778,0.4552391891826824,0.22100533561046154
A_c,2020,36.948055600000004,-1.952222222,0.3483108528323941,0.16628162419644246
B_a1,2020,36.9988889,-2.051197222,0.3049962412148712,0.12292082906186892
B_a2,2020,36.9988889,-2.050483333,0.30638222090268874,0.12638821772577138
B_a3,2020,36.9988889,-2.049244444,0.30934961720446696,0.13271006796681167
B_a4,2020,37.0002778,-2.046141667,0.32227593782531205,0.15641302816743233
C_b,2020,36.99322778,-2.09266389,0.36423742626938443,0.19397546314873818
E_a1,2020,36.9733333,-2.124508333,0.2612554771494548,0.10503370660067292
E_a2,2020,36.97420278,-2.12474444,0.2688969761319902,0.1126356832648279
E_a3,2020,36.97448611,-2.12864167,0.2757060829214127,0.11907125498051811
E_a4,2020,36.9772222,-2.129525,0.2988324868070467,0.14273157907787237
F_b,2020,36.9166667,-2.053836111,0.30663936880489234,0.14905100794917556
H_a1,2020,36.91945,-2.11865833,0.14256458666606842,0.033640771479968266
I_a1,2020,36.88548611,-2.21665833,0.22811961149140092,0.11890447732587427
I_a2,2020,36.88513611,-2.21679167,0.22836842177767955,0.11893144389316881
I_a3,2020,36.88414167,-2.21739444,0.22953298112894355,0.11944717593878353
I_a4,2020,36.882925,-2.22443056,0.26105763552960065,0.14505975426322176
J_a1,2020,36.9002778,-2.125627778,0.2383020493339969,0.11447593749801697
J_a2,2020,36.900141669999996,-2.12482778,0.24269389816320128,0.12159893032377608
J_a3,2020,36.89948611,-2.12394167,0.25030668423437624,0.13392519040079426
J_a4,2020,36.8972222,-2.121111111,0.27552325631868513,0.17338748424946418
K_a1,2020,36.86987222,-2.18835278,0.2330381675847993,0.11758337756324515
K_a2,2020,36.86954167,-2.18778611,0.23598985163701666,0.1194772068177083
K_a3,2020,36.86916111,-2.18677222,0.24139086565015141,0.12416365098590917
K_a4,2020,36.8663889,-2.184111111,0.25914527631326245,0.13934187172514864
L_a1,2020,36.86235556,-2.34627222,0.2554422051055978,0.15108969142229747
L_a2,2020,36.8625,-2.345502778,0.259772941750986,0.15644455592275552
L_a3,2020,36.86255278,-2.34405,0.2664386180446509,0.16502591618303772
L_a4,2020,36.86258889,-2.33907222,0.2833953052748478,0.18196803817965695
M_b,2020,36.9277778,-2.207577778,0.29327350712382544,0.1720214156112982
O_a1,2020,36.8180556,-2.241861111,0.29637293226937034,0.13490991919978515
O_a2,2020,36.81869444,-2.24262222,0.30215222591566604,0.14146804651905465
O_a3,2020,36.818275,-2.24484722,0.31019558626973726,0.15643494671845604
O_a4,2020,36.8177778,-2.248055556,0.31858136243699187,0.17704021957183388
O_b,2020,36.82933333,-2.26770278,0.361056694065203,0.22440309561992527
P_b,2020,36.77150556,-2.20498611,0.24945420855431943,0.16342299379345057
P_c,2020,36.73179444,-2.20160833,0.13895276583578944,0.09127687675124291
P_d,2020,36.74422222,-2.12543611,0.16323795984221431,0.09693635436516504
Q_a1,2020,36.8611111,-2.221944444,0.2186990106607768,0.07546239501013444
Q_a2,2020,36.86168611,-2.22181111,0.2185256559757803,0.07556667782629188
Q_a3,2020,36.8622222,-2.22115,0.21577533521732317,0.07400561411958508
Q_a4,2020,36.86403333,-2.23081667,0.25884098936612565,0.09202717343376987
Q_b,2020,36.86611389,-2.26642778,0.3532728518855464,0.15772365623099427
R_a1,2020,36.81300278,-2.14320833,0.3231679570905602,0.1369592483541876
R_a2,2020,36.81332778,-2.14251667,0.3271846748802861,0.14547221798112134
R_a3,2020,36.8138889,-2.141380556,0.33347325227308455,0.16093675648053493
R_a4,2020,36.81271389,-2.13728056,0.367422527423152,0.18916319131161197
R_c,2020,36.76966944,-2.09939722,0.25305302304639854,0.15607951489633506
S_c,2020,36.80610833,-2.08099167,0.4230833340422107,0.20440877883465453
T_a1,2020,36.88289167,-2.10270556,0.3383557116620802,0.11564769135575811
T_a2,2020,36.88316944,-2.10126944,0.34173681297274183,0.1178233569027552
T_a3,2020,36.88390833,-2.10046111,0.34355350847177196,0.1245980726449338
T_a4,2020,36.8863889,-2.098122222,0.350144555239567,0.14358066421651627
T_b,2020,36.8605556,-2.077777778,0.42929375895220073,0.16815309573622905
U_a1,2020,36.83841667,-2.29284167,0.2351334165633641,0.12153443579311192
U_a2,2020,36.83754722,-2.29262222,0.23459416854569876,0.12791778355684635
U_a3,2020,36.83666944,-2.29302778,0.23060245589171516,0.13687610824842822
U_a4,2020,36.83408333,-2.29376944,0.22000185174426512,0.16144574094068379
X_a1,2020,36.95313333,-2.16442222,0.25536372529941764,0.1064167274059575
X_a2,2020,36.95350278,-2.16483333,0.2605290949323421,0.11098097949317495
X_a3,2020,36.95461389,-2.165133333,0.2715770341072606,0.12091719676242116
X_a4,2020,36.95388056,-2.17100833,0.2875364119336939,0.1444842345374636
A_a1,2020,36.94921111,-2.03045833,0.3619547332197618,0.12049257943705216
